path,object_path,reason
data/raw/finnhub/finnhub_mdb_news_2026-06-29_110353708227.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-29_110353708227.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_pltr_news_2026-06-10_150629988890.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_pltr_news_2026-06-10_150629988890.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-30_030411850949.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-30_030411850949.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-28_110413893451.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-28_110413893451.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amzn_news_2026-05-27_110337401168.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amzn_news_2026-05-27_110337401168.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-08_070354080580.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-08_070354080580.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_meta_news_2026-06-11_190410751772.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_meta_news_2026-06-11_190410751772.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_meta_news_2026-05-28_150405242349.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_meta_news_2026-05-28_150405242349.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amd_news_2026-05-29_190435386536.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amd_news_2026-05-29_190435386536.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_pltr_news_2026-05-27_150559772352.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_pltr_news_2026-05-27_150559772352.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-28_230412374519.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-28_230412374519.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-05_030411274528.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-05_030411274528.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-19_110354395198.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-19_110354395198.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-28_030412242161.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-28_030412242161.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_adbe_news_2026-06-08_190547245943.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_adbe_news_2026-06-08_190547245943.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-28_150356650264.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-28_150356650264.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_151600505147.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_151600505147.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crm_news_2026-05-27_150623586765.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crm_news_2026-05-27_150623586765.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-19_230356744043.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-19_230356744043.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_arm_news_2026-06-08_190434584790.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_arm_news_2026-06-08_190434584790.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-19_070357005925.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-19_070357005925.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-08_030353663183.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-08_030353663183.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_031900614948.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_031900614948.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-06-29_070356320172.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-06-29_070356320172.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_googl_news_2026-05-27_110335106176.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_googl_news_2026-05-27_110335106176.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-28_230353912928.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-28_230353912928.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_arm_news_2026-05-27_110454120223.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_arm_news_2026-05-27_110454120223.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-06-10_150618082787.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-06-10_150618082787.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-06_070419691454.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-06_070419691454.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_211735954957.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-05_211735954957.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-08_150358664711.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-08_150358664711.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amzn_news_2026-05-27_150358511563.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amzn_news_2026-05-27_150358511563.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-05_110412051636.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-05_110412051636.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_now_news_2026-06-10_150645242377.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_now_news_2026-06-10_150645242377.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_090353335549.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_090353335549.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_050413397918.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_050413397918.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_070412673505.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_070412673505.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amat_news_2026-06-10_150530423034.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amat_news_2026-06-10_150530423034.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-24_150355497556.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-24_150355497556.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_lrcx_news_2026-05-27_110517940511.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_lrcx_news_2026-05-27_110517940511.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_avgo_news_2026-05-27_150405348202.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_avgo_news_2026-05-27_150405348202.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-23_110353183744.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-23_110353183744.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mu_news_2026-06-08_190422683969.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mu_news_2026-06-08_190422683969.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-23_190353186595.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-23_190353186595.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_110415496821.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_110415496821.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-20_190356906992.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-20_190356906992.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-28_230413416183.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-28_230413416183.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-06_130433240525.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-06_130433240525.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_pltr_news_2026-05-27_110605601322.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_pltr_news_2026-05-27_110605601322.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-25_030412587126.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-25_030412587126.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-23_030352736971.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-23_030352736971.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snps_news_2026-07-07_030407926205.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snps_news_2026-07-07_030407926205.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_msft_news_2026-06-09_190351342375.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_msft_news_2026-06-09_190351342375.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-25_030353607145.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-25_030353607145.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-08_110353442228.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-08_110353442228.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_175653118452.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_175653118452.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-29_070416012037.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-29_070416012037.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_tsla_news_2026-05-27_150403066466.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_tsla_news_2026-05-27_150403066466.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_orcl_news_2026-05-27_150635505167.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_orcl_news_2026-05-27_150635505167.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_010343938636.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-14_010343938636.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_klac_news_2026-05-27_110529851426.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_klac_news_2026-05-27_110529851426.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_070436522819.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-02_070436522819.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_arm_news_2026-05-27_150448303537.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_arm_news_2026-05-27_150448303537.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_path_news_2026-06-30_110355393741.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_path_news_2026-06-30_110355393741.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-15_070353057455.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-15_070353057455.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-23_150358381461.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-23_150358381461.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-14_230353132917.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-14_230353132917.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mu_news_2026-05-27_150436394238.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mu_news_2026-05-27_150436394238.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-05_230410936746.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-05_230410936746.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-09_150354671042.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-09_150354671042.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_150413402539.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_150413402539.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-21_190408521572.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-21_190408521572.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_msft_news_2026-04-21_072333309921.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_msft_news_2026-04-21_072333309921.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-15_110353422022.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-15_110353422022.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-28_150412630877.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-28_150412630877.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_googl_news_2026-06-11_190358417064.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_googl_news_2026-06-11_190358417064.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-06-22_110410261937.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-06-22_110410261937.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_arm_news_2026-05-27_190407053088.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_arm_news_2026-05-27_190407053088.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-23_150358049988.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-23_150358049988.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-23_030412639696.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-23_030412639696.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-25_110353425133.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-25_110353425133.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-12_230351977130.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-12_230351977130.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_150417550538.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-27_150417550538.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amzn_news_2026-06-04_190414166590.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amzn_news_2026-06-04_190414166590.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-09_230355451019.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-09_230355451019.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_tsla_news_2026-06-11_190413505802.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_tsla_news_2026-06-11_190413505802.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-21_230408990625.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-21_230408990625.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_070351760969.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_070351760969.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-20_230356418167.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-20_230356418167.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_ddog_news_2026-06-08_190658699035.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_ddog_news_2026-06-08_190658699035.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_090851897648.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_090851897648.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-04-21_074015282163.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-04-21_074015282163.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-22_030351523187.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-22_030351523187.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_154402713410.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_154402713410.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_211631679480.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-18_211631679480.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-22_070355119020.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-22_070355119020.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-21_070356999193.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-21_070356999193.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-09_110410573712.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-09_110410573712.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-05-26_150357621534.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-05-26_150357621534.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snps_news_2026-06-22_070407293910.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snps_news_2026-06-22_070407293910.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_110637746384.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_110637746384.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_111653796464.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_111653796464.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-20_190353720899.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-20_190353720899.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_110525042283.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-04-22_110525042283.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-27_230355128718.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-27_230355128718.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-05_150352911563.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-05_150352911563.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-06-23_110353494247.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-06-23_110353494247.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-12_110352054506.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-12_110352054506.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-05-27_150711244802.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-05-27_150711244802.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_path_news_2026-06-10_150713661862.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_path_news_2026-06-10_150713661862.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-05_230352917094.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-05_230352917094.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-05-19_191111849788.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-05-19_191111849788.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_asml_news_2026-05-27_110418408956.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_asml_news_2026-05-27_110418408956.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-29_030409450670.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-29_030409450670.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snps_news_2026-06-22_030407205594.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snps_news_2026-06-22_030407205594.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_path_news_2026-07-06_070402476985.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_path_news_2026-07-06_070402476985.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cien_news_2026-07-20_150415771153.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cien_news_2026-07-20_150415771153.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mu_news_2026-05-29_190444533446.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mu_news_2026-05-29_190444533446.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_adbe_news_2026-05-27_150611678889.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_adbe_news_2026-05-27_150611678889.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mrvl_news_2026-05-07_173239324546.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mrvl_news_2026-05-07_173239324546.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_fico_news_2026-07-11_070356877096.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_fico_news_2026-07-11_070356877096.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_190421696069.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-06-27_190421696069.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_091418620473.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_091418620473.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crm_news_2026-06-10_150640308231.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crm_news_2026-06-10_150640308231.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-24_070414774860.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-07-24_070414774860.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-06_190353742721.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-06_190353742721.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-22_150354107324.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-22_150354107324.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-21_190354986908.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-21_190354986908.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_amat_news_2026-05-27_110506036405.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_amat_news_2026-05-27_110506036405.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_msft_news_2026-05-27_150342140294.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_msft_news_2026-05-27_150342140294.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_crdo_news_2026-07-29_030411506691.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_crdo_news_2026-07-29_030411506691.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_071734137489.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-12_071734137489.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-06-10_150647561331.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-06-10_150647561331.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_131711278221.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_rbrk_news_2026-05-11_131711278221.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_qcom_news_2026-05-27_150535956614.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_qcom_news_2026-05-27_150535956614.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_cdns_news_2026-06-21_070409048632.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_cdns_news_2026-06-21_070409048632.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snow_news_2026-07-27_110354026455.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snow_news_2026-07-27_110354026455.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_googl_news_2026-05-27_150354064045.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_googl_news_2026-05-27_150354064045.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_snps_news_2026-07-07_070410161512.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_snps_news_2026-07-07_070410161512.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_msft_news_2026-06-11_190346513897.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_msft_news_2026-06-11_190346513897.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_mdb_news_2026-07-07_230353146702.json,payload.news[0].source,source=synthetic
data/raw/finnhub/finnhub_mdb_news_2026-07-07_230353146702.json,payload.news[0].url,example.local
data/raw/finnhub/finnhub_rbrk_news_2026-07-28_190416351731.json,payload.news[0].source,source=synthetic
